Date,AQI,NO,NO2,NOx,O3,PM10,PM2.5
2018-03-27,21,4.9,12.0,16.9,54,14.1,15.7
2018-03-28,19,8.4,14.1,21.7,38,16.5,21.3
2018-03-29,24,24.2,18.1,42.4,38,16.6,4.0
2018-03-30,25,1.7,9.2,9.8,52,19.8,0.0
2018-03-31,0,0.9,3.9,3.7,60,20.7,0.0
2018-04-01,2,1.2,4.1,4.4,72,26.2,0.0
2018-04-02,31,1.1,5.9,6.9,75,16.8,29.8
2018-04-03,29,3.8,8.6,11.7,73,22.6,24.3
2018-04-04,32,11.9,22.1,23.1,45,25.5,19.1
2018-04-05,39,2.2,5.2,7.4,59,31.8,14.8
2018-04-06,37,8.1,9.1,17.2,68,27.8,25.6
2018-04-07,33,8.2,10.5,18.7,61,29.2,18.7
2018-04-08,36,0.5,3.0,2.7,71,26.6,22.4
2018-04-09,33,7.2,12.4,19.6,74,27.1,23.0
2018-04-10,41,0.4,1.9,1.5,70,41.6,16.3
2018-04-11,43,0.9,2.8,3.7,71,21.4,15.1
2018-04-12,23,0.0,0.0,0.0,77,44.6,11.2
2018-04-13,54,0.0,0.0,0.0,77,38.2,36.4
2018-04-14,49,0.0,0.0,0.0,53,40.8,18.0
2018-04-15,42,0.0,0.0,0.0,52,22.3,27.5
2018-04-16,44,0.0,0.0,0.0,55,44.7,24.1
2018-04-17,58,0.1,3.9,3.5,63,42.3,35.4
2018-04-18,53,0.2,2.1,1.9,81,22.6,18.6
2018-04-19,33,13.0,14.7,27.7,77,20.5,28.0
2018-04-20,28,0.9,8.9,8.7,60,17.9,18.1
2018-04-21,25,1.2,7.4,8.1,69,18.4,18.1
2018-04-22,31,0.2,8.3,8.0,72,21.1,18.3
2018-04-23,31,8.2,14.7,22.9,73,18.9,11.7
2018-04-24,23,3.7,7.6,11.4,70,17.4,17.3
2018-04-25,19,1.9,13.0,12.9,69,19.0,17.0
2018-04-26,26,3.3,13.2,16.4,66,24.1,18.6
2018-04-27,27,3.7,17.1,20.7,68,20.6,16.1
2018-04-28,23,0.2,0.4,0.3,68,22.0,19.3
2018-04-29,21,0.2,1.2,1.2,63,15.6,13.9
2018-04-30,19,5.0,11.4,16.4,57,12.9,22.0
2018-05-01,22,4.9,8.3,13.2,60,20.7,16.3
2018-05-02,23,2.2,3.9,5.3,61,14.8,8.4
2018-05-03,33,2.0,18.9,19.7,67,38.0,22.2
2018-05-04,46,39.3,24.6,60.7,73,35.4,18.1
2018-05-05,44,2.5,10.8,12.0,62,24.7,28.2
2018-05-06,37,0.0,0.0,0.0,79,23.9,24.3
2018-05-07,48,2.0,2.4,4.4,83,33.3,26.0
2018-05-08,53,2.0,5.4,5.1,62,27.6,13.7
2018-05-09,43,1.7,10.3,10.3,61,37.5,13.4
2018-05-10,37,10.7,14.2,24.4,65,30.1,22.6
2018-05-11,30,0.9,10.9,11.1,55,20.3,14.7
2018-05-12,32,1.5,10.9,11.1,44,25.9,9.2
2018-05-13,18,1.1,4.1,4.7,45,19.7,0.0
2018-05-14,17,2.2,11.5,11.5,63,32.4,16.0
2018-05-15,30,1.3,14.9,16.1,49,19.6,29.5
2018-05-16,27,0.9,12.4,13.0,65,23.1,18.2
2018-05-17,26,1.2,10.1,9.9,71,13.2,14.6
2018-05-18,26,6.5,38.3,42.7,68,20.1,10.0
2018-05-19,30,5.5,34.5,40.0,66,30.6,28.2
2018-05-20,24,1.2,7.0,6.7,66,20.8,8.3
2018-05-21,28,0.7,19.1,19.0,66,28.2,7.6
2018-05-22,29,3.1,28.4,28.5,66,20.2,13.2
2018-05-23,26,1.7,7.2,8.7,76,17.4,22.9
2018-05-24,30,1.8,2.7,4.5,74,24.1,9.7
2018-05-25,37,1.2,15.2,16.1,70,31.1,9.5
2018-05-26,34,1.1,7.2,8.3,72,18.3,18.5
2018-05-27,26,0.2,1.1,0.9,77,19.6,14.5
2018-05-28,22,0.5,10.4,10.5,62,11.5,26.2
2018-05-29,16,2.4,26.4,27.3,61,15.5,11.1
2018-05-30,18,2.6,13.7,13.8,61,15.1,19.5
2018-05-31,30,7.9,23.5,23.8,64,30.1,32.5
2018-06-01,48,18.3,24.1,42.3,59,22.7,35.7
2018-06-02,46,0.6,6.2,6.7,64,12.9,40.9
2018-06-03,22,0.0,2.8,2.7,64,21.5,11.2
2018-06-04,11,0.1,4.0,4.0,67,9.9,20.6
2018-06-05,21,2.0,3.5,5.6,68,36.9,34.0
2018-06-06,40,0.7,23.9,24.5,69,30.4,17.1
2018-06-07,33,0.1,2.1,1.9,64,12.6,20.1
2018-06-08,19,2.0,19.1,19.5,59,30.3,16.2
2018-06-09,28,9.9,26.2,26.8,54,18.8,14.6
2018-06-10,24,1.1,7.0,7.1,46,13.4,17.6
2018-06-11,20,5.3,11.4,16.7,55,13.3,7.2
2018-06-12,22,0.4,2.2,2.4,56,20.1,22.8
2018-06-13,23,1.3,6.2,7.5,60,15.8,11.9
2018-06-14,30,1.9,18.0,18.3,60,22.1,11.1
2018-06-15,34,16.9,25.5,42.4,53,28.9,25.5
2018-06-16,25,3.5,13.7,17.2,62,16.1,16.3
2018-06-17,42,0.4,13.7,13.6,70,34.7,24.8
2018-06-18,43,1.8,8.9,9.2,70,26.6,9.3
2018-06-19,40,10.2,24.9,34.6,66,30.5,25.2
2018-06-20,31,0.4,4.6,5.1,65,17.6,7.2
2018-06-21,11,0.5,7.8,7.7,65,9.0,7.4
2018-06-22,16,2.5,12.2,12.1,59,14.7,18.7
2018-06-23,26,5.3,17.1,21.2,63,16.6,33.4
2018-06-24,27,2.6,15.6,15.7,57,15.8,9.1
2018-06-25,18,0.6,6.5,7.0,69,14.9,10.9
2018-06-26,31,0.4,3.1,3.3,69,17.8,27.9
2018-06-27,36,8.9,24.6,31.9,61,34.1,16.2
2018-06-28,38,8.5,28.2,33.7,55,20.1,15.0
2018-06-29,31,1.8,18.7,18.8,48,24.4,22.6
2018-06-30,28,4.5,24.1,24.6,54,22.3,16.3
2018-07-01,30,2.7,13.0,15.7,47,16.7,21.1
2018-07-02,37,0.1,9.0,8.7,62,26.8,9.6
2018-07-03,38,2.5,11.8,12.4,63,14.3,24.5
2018-07-04,25,10.3,20.4,30.7,58,16.1,23.1
2018-07-05,27,6.5,31.9,38.4,61,21.0,14.4
2018-07-06,29,9.6,39.5,42.6,57,35.3,19.9
2018-07-07,36,3.0,25.7,25.7,55,31.5,10.6
2018-07-08,22,0.7,3.9,3.9,75,16.7,9.1
2018-07-09,28,0.6,3.4,4.0,72,27.8,13.7
2018-07-10,37,0.6,4.6,5.0,69,31.1,25.9
2018-07-11,36,12.7,30.6,43.4,64,20.2,25.1
2018-07-12,28,13.7,30.8,44.5,64,29.0,19.8
2018-07-13,29,9.9,22.1,30.0,50,20.8,7.3
2018-07-14,18,0.5,6.5,7.0,62,18.3,27.8
2018-07-15,22,0.0,17.7,17.6,65,10.1,11.4
2018-07-16,19,4.0,33.5,34.4,63,16.5,15.9
2018-07-17,29,3.1,15.0,17.7,61,24.1,22.7
2018-07-18,29,5.9,25.2,25.5,59,19.1,12.5
2018-07-19,23,9.3,31.8,32.2,59,16.2,14.9
2018-07-20,20,5.9,21.2,27.2,64,19.3,31.5
2018-07-21,29,3.0,16.7,16.7,60,18.5,13.4
2018-07-22,23,1.1,7.0,8.1,63,32.2,21.0
2018-07-23,25,10.5,27.0,29.2,67,31.8,21.2
2018-07-24,33,8.2,24.2,32.3,67,23.5,11.5
2018-07-25,29,6.6,21.8,25.9,66,24.2,25.7
2018-07-26,47,0.4,6.2,5.9,66,32.4,17.9
2018-07-27,48,26.5,32.5,59.0,65,24.3,9.1
2018-07-28,29,0.1,3.9,3.9,65,21.2,10.2
2018-07-29,27,0.9,12.5,12.3,71,18.3,10.6
2018-07-30,31,0.7,11.8,12.0,69,22.6,13.6
2018-07-31,25,1.8,17.6,18.8,67,17.6,9.3
2018-08-01,23,6.9,19.6,26.2,64,18.7,12.5
2018-08-02,23,8.9,22.0,30.9,60,14.5,11.5
2018-08-03,19,1.2,16.4,17.5,66,19.0,11.2
2018-08-04,22,1.5,6.6,6.3,60,15.1,26.9
2018-08-05,20,-0.4,2.6,2.2,56,19.2,23.3
2018-08-06,18,1.5,17.6,17.4,68,18.5,14.2
2018-08-07,19,5.9,18.1,18.8,65,19.7,7.9
2018-08-08,23,1.4,13.7,13.6,62,27.1,11.2
2018-08-09,29,1.2,6.9,7.1,70,44.9,13.9
2018-08-10,34,6.9,16.7,23.5,72,33.0,7.3
2018-08-11,27,2.7,11.2,11.4,60,23.0,28.6
2018-08-12,32,0.9,12.1,12.1,63,18.1,33.4
2018-08-13,20,9.3,21.5,30.7,68,11.9,9.5
2018-08-14,31,0.6,7.2,7.4,82,34.7,9.0
2018-08-15,49,0.5,0.2,0.7,80,68.9,10.4
2018-08-16,55,1.0,2.4,3.4,75,57.5,8.4
2018-08-17,45,0.6,6.4,6.1,77,29.4,25.6
2018-08-18,33,-0.2,6.2,5.7,78,21.1,9.1
2018-08-19,30,1.8,20.8,20.6,77,55.6,30.0
2018-08-20,29,0.2,11.8,11.7,76,17.1,11.0
